,j,R,RV
2020-06-10,-12.633936017233873,1.978809695554652,40721.97754374472
2020-06-09,-12.633936017233873,2.036833468910927,40736.59953463049
2020-06-08,-12.633936017233873,1.6912305511463572,40649.50759935383
2020-06-07,-12.633936017233873,0.16881136145865916,40265.857963552524
2020-06-05,-12.633936017233873,1.7482317325444667,40663.87189706615
2020-06-04,-12.633936017233873,2.5018920314281754,40853.794292384846
2020-06-03,-12.633936017233873,2.0768087721571895,40746.67331104856
2020-06-02,-12.633936017233873,1.5113619916095664,40604.18072235055
2020-06-01,-12.633936017233873,2.071169585818056,40745.252236091095
2020-05-29,-12.633936017233873,2.370656186436345,40820.722859446905
2020-05-28,-12.633936017233873,2.6982978009989322,40903.288546316675
2020-05-27,-12.633936017233873,1.8196575109496773,40681.87119322426
2020-05-26,-12.633936017233873,1.4602634264566035,40591.30388393201
2020-05-25,-12.633936017233873,0.760057793239568,40414.852064361316
2020-05-24,-12.633936017233873,0.025280384981633684,40229.68815748032
2020-05-22,-12.633936017233873,1.4338420275783008,40584.64569141468
2020-05-21,-12.633936017233873,1.374898608183235,40569.791949727114
2020-05-20,-12.633936017233873,1.1014693814571381,40500.887784592145
2020-05-19,-12.633936017233873,1.8832590323084353,40697.89877660667
2020-05-18,-12.633936017233873,1.4397613327866208,40586.13735632717
2020-05-17,-12.633936017233873,0.11132978032124823,40251.3726051059
2020-05-15,-12.633936017233873,2.3206375763400513,40808.11816970264
2020-05-14,-12.633936017233873,2.5422746502234363,40863.97071232125
2020-05-13,-12.633936017233873,1.8162400472555997,40681.00999237336
2020-05-12,-12.633936017233873,1.592222520629541,40624.55757566359
2020-05-11,-12.633936017233873,1.6435976491007687,40637.50410803834
2020-05-10,-12.633936017233873,0.09666049807014199,40247.67594597862
2020-05-08,-12.633936017233873,1.458193470175286,40590.78225494911
2020-05-07,-12.633936017233873,1.7536079159238964,40665.22669527777
2020-05-06,-12.633936017233873,1.937146989785296,40711.47854189084
2020-05-05,-12.633936017233873,2.099740928341303,40752.45221440695
2020-05-04,-12.633936017233873,2.8810272362370686,40949.336363996685
2020-05-03,-12.633936017233873,0.20701048750394122,40275.48414331594
2020-05-01,-12.633936017233873,1.8823815512243438,40697.67765137348
2020-04-29,-12.633936017233873,2.4558397465978996,40842.18911660761
2020-04-28,-12.633936017233873,1.6964942755525874,40650.8340579042
2020-04-27,-12.633936017233873,1.6699250465893654,40644.13861220546
2020-04-26,-12.633936017233873,0.15408110159913277,40262.14593806792
2020-04-24,-12.633936017233873,1.736170825243455,40660.83254842629
2020-04-23,-12.633936017233873,2.8256062029242237,40935.37026360185
2020-04-22,-12.633936017233873,2.429145169290776,40835.462083126215
2020-04-21,-12.633936017233873,3.6740104408797074,41149.16813156663
2020-04-20,-12.633936017233873,2.629982021547466,40886.07296989491
2020-04-19,-12.633936017233873,0.10012862000886553,40248.549912707174
2020-04-17,-12.633936017233873,2.953489895502824,40967.59695413166
2020-04-16,-12.633936017233873,9.726501558045609,42674.395893092435
2020-04-15,-12.633936017233873,3.260434065276039,41044.946884914505
2020-04-14,-12.633936017233873,3.045930694502195,40990.8920354795
2020-04-13,-12.633936017233873,2.570445672669677,40871.0698099777
2020-04-12,-12.633936017233873,0.3291381633249307,40306.26031762282
2020-04-09,-12.633936017233873,6.206509424142799,41787.357875348935
2020-04-08,-12.633936017233873,10.598480549514218,42894.134598942524
2020-04-07,-12.633936017233873,11.51314989610246,43124.63127428276
2020-04-06,-12.633936017233873,8.884891221240736,42462.31008821761
2020-04-05,-12.633936017233873,1.1287790131529918,40507.76981177949
2020-04-03,-12.633936017233873,5.294018098045237,41557.41006117234
2020-04-02,-12.633936017233873,9.88907306382356,42715.36391254848
2020-04-01,-12.633936017233873,10.03663492254738,42752.54950094689
2020-03-30,-12.633936017233873,8.128073670618747,42271.59206546086
2020-03-29,-12.633936017233873,0.8167361525906285,40429.13501091778
2020-03-27,-12.633936017233873,10.103835577547208,42769.484066006844
2020-03-26,-12.633936017233873,16.70591783177709,44433.20879407277
2020-03-25,-12.633936017233873,20.63762217882339,45423.99828952844
2020-03-24,-12.633936017233873,20.325853065295078,45345.4324729193
2020-03-23,-12.633936017233873,25.958928301616435,46764.96743247228
2020-03-22,-12.633936017233873,4.32867417398237,41314.1433923085
2020-03-20,-12.633936017233873,23.86454770646212,46237.183522493404
2020-03-19,-12.633936017233873,29.338925654924235,47616.726765505846
2020-03-18,-12.633936017233873,33.335870038521136,48623.95675017227
2020-03-17,-12.633936017233873,43.55006252004885,51197.93325551725
2020-03-16,-12.633936017233873,45.11718910663296,51592.84915533645
2020-03-15,-12.633936017233873,7.608492061183497,42140.65749988318
