,j,R,RV
2020-03-16,-14.293670193239052,20.65109475435818,56689.945791557075
2020-03-13,-14.293670193239052,22.52700860543959,57162.67608202959
2020-03-12,-14.293670193239052,10.8141327120805,54211.03135690309
2020-03-11,-14.293670193239052,4.33113240887747,52577.31528049593
2020-03-10,-14.293670193239052,7.90717097300837,53478.476998656915
2020-03-09,-14.293670193239052,7.565939803612789,53392.48674396923
2020-03-06,-14.293670193239052,2.836078169214218,52200.56161210079
2020-03-05,-14.293670193239052,2.08844088915408,52012.157017525635
2020-03-04,-14.293670193239052,1.787555402749157,51936.3338749516
2020-03-03,-14.293670193239052,3.729887430931448,52425.80154605354
2020-03-02,-14.293670193239052,3.7638017170215523,52434.34794614824
2020-02-28,-14.293670193239052,8.012008897019179,53504.89615550764
2020-02-27,-14.293670193239052,2.970311956079157,52234.38852639075
2020-02-26,-14.293670193239052,4.231316829760636,52552.16175455849
2020-02-25,-14.293670193239052,2.5340166052880857,52124.44209799141
2020-02-24,-14.293670193239052,2.941255541535753,52227.066309925816
2020-02-21,-14.293670193239052,1.4398679855118577,51848.7166458078
2020-02-20,-14.293670193239052,1.4973897238040506,51863.21212385743
2020-02-19,-14.293670193239052,0.9373338057770572,51722.078032514626
2020-02-18,-14.293670193239052,1.1748820345807758,51781.94018617317
2020-02-17,-14.293670193239052,1.0091872775451884,51740.1851074002
2020-02-14,-14.293670193239052,1.0057858913818714,51739.32795808704
2020-02-13,-14.293670193239052,1.2762100236115197,51807.47483940891
2020-02-12,-14.293670193239052,0.7861763674783036,51683.98635806334
2020-02-11,-14.293670193239052,1.3436605191196063,51824.472364276946
2020-02-10,-14.293670193239052,1.7694960995581241,51931.78293054746
2020-02-07,-14.293670193239052,1.7915944464541171,51937.35171396525
2020-02-06,-14.293670193239052,2.759622557259807,52181.29479788828
2020-02-05,-14.293670193239052,4.778047883358243,52689.93798006509
2020-02-04,-14.293670193239052,4.642859485998423,52655.87050393041
2020-02-03,-14.293670193239052,7.558353284603682,53390.57494117894
2020-01-30,-14.293670193239052,2.1826518557891443,52035.89818111767
