,open,high,low,last,close,volume,date,symbol,exchange
973,16.095,16.125,16.095,,16.095,,2020-10-21T19:00:00+0000,CAJ,IEXG
974,24.805,24.835,24.78,,24.785,,2020-10-21T19:00:00+0000,HMC,IEXG
975,2.495,2.495,2.495,,2.495,,2020-10-21T19:00:00+0000,MFG,IEXG
976,4.045,4.045,4.035,,4.035,,2020-10-21T19:00:00+0000,MUFG,IEXG
977,5.675,5.675,5.665,,5.665,,2020-10-21T19:00:00+0000,SMFG,IEXG
978,74.505,74.73,74.505,,74.605,,2020-10-21T19:00:00+0000,SNE,IEXG
979,133.315,133.41,133.315,,133.41,,2020-10-21T19:00:00+0000,TM,IEXG
980,16.155,16.165,16.135,,16.145,,2020-10-21T18:00:00+0000,CAJ,IEXG
981,24.935,24.95,24.9,,24.935,,2020-10-21T18:00:00+0000,HMC,IEXG
982,2.49,2.495,2.485,,2.49,,2020-10-21T18:00:00+0000,MFG,IEXG
983,4.045,4.05,4.04,,4.045,,2020-10-21T18:00:00+0000,MUFG,IEXG
984,5.67,5.685,5.665,,5.685,,2020-10-21T18:00:00+0000,SMFG,IEXG
985,75.245,75.245,74.88,,74.91,,2020-10-21T18:00:00+0000,SNE,IEXG
986,133.61,133.72,133.61,,133.64,,2020-10-21T18:00:00+0000,TM,IEXG
987,16.01,16.155,16.01,16.15,15.61,2006.0,2020-10-21T14:00:00+0000,CAJ,IEXG
988,15.58,15.69,15.53,15.61,15.5,568612.0,2020-10-21T00:00:00+0000,CAJ,IEXG
989,24.515,24.515,24.515,,24.515,,2020-10-21T00:00:00+0000,HMC,IEXG
990,2.445,2.445,2.445,,2.445,,2020-10-21T00:00:00+0000,MFG,IEXG
991,4.005,4.005,4.005,,4.005,,2020-10-21T00:00:00+0000,MUFG,IEXG
992,5.59,5.59,5.59,,5.59,,2020-10-21T00:00:00+0000,SMFG,IEXG
993,75.57,75.57,75.57,,75.57,,2020-10-21T00:00:00+0000,SNE,IEXG
994,131.37,131.37,131.37,,131.37,,2020-10-21T00:00:00+0000,TM,IEXG
995,24.55,24.56,24.485,,24.495,,2020-10-20T23:00:00+0000,HMC,IEXG
996,2.46,2.46,2.455,,2.455,,2020-10-20T23:00:00+0000,MFG,IEXG
997,4.005,4.005,3.99,,3.995,,2020-10-20T23:00:00+0000,MUFG,IEXG
998,5.62,5.625,5.595,,5.605,,2020-10-20T23:00:00+0000,SMFG,IEXG
999,75.67,75.75,75.45,,75.5,,2020-10-20T23:00:00+0000,SNE,IEXG
1000,130.65,131.705,130.59,130.64,131.17,144423.0,2020-10-17T00:00:00+0000,TM,IEXG
1001,15.72,15.845,15.7,15.77,15.8,343005.0,2020-10-17T00:00:00+0000,CAJ,IEXG
1002,5.61,5.67,5.6,5.64,5.62,1862220.0,2020-10-17T00:00:00+0000,SMFG,IEXG
1003,72.76,73.04,72.45,72.67,73.27,1054648.0,2020-10-17T00:00:00+0000,SNE,IEXG
1004,24.12,24.35,24.11,24.315,24.06,10366.0,2020-10-16T18:00:00+0000,HMC,IEXG
1005,130.765,131.62,130.62,130.7,131.17,2466.0,2020-10-16T17:00:00+0000,TM,IEXG
1006,24.12,24.35,24.11,24.32,24.06,8255.0,2020-10-16T16:00:00+0000,HMC,IEXG
1007,130.765,131.62,130.765,130.86,131.17,1861.0,2020-10-16T16:00:00+0000,TM,IEXG
1008,5.62,5.665,5.6,5.655,5.62,3242.0,2020-10-16T16:00:00+0000,SMFG,IEXG
1009,24.12,24.3,24.11,24.28,24.06,4813.0,2020-10-16T15:00:00+0000,HMC,IEXG
1010,72.84,72.955,72.59,72.76,73.27,21086.0,2020-10-16T15:00:00+0000,SNE,IEXG
1011,5.62,5.645,5.6,5.635,5.62,2642.0,2020-10-16T15:00:00+0000,SMFG,IEXG
1012,72.84,72.84,72.59,72.73,73.27,13805.0,2020-10-16T14:00:00+0000,SNE,IEXG
1013,23.8,24.06,23.71,24.06,24.0,349961.0,2020-10-16T00:00:00+0000,HMC,IEXG
1014,66.934,67.5,66.89,67.5,67.7373,20991.0,2020-10-16T00:00:00+0000,HTHIY,IEXG
1015,69.52,70.0,69.46,69.93,69.93,14693.0,2020-10-16T00:00:00+0000,TOELY,IEXG
1016,55.35,55.79,55.07,55.69,56.55,4592.0,2020-10-16T00:00:00+0000,MARUY,IEXG
1017,2.46,2.48,2.43,2.48,2.45,368878.0,2020-10-16T00:00:00+0000,MFG,IEXG
1018,4.01,4.01,3.96,4.0,4.02,540997.0,2020-10-16T00:00:00+0000,MUFG,IEXG
1019,33.47,33.47,32.57,33.35,33.8,152868.0,2020-10-16T00:00:00+0000,SFTBY,IEXG
1020,5.57,5.62,5.555,5.62,5.62,994413.0,2020-10-16T00:00:00+0000,SMFG,IEXG
1021,15.69,15.8,15.62,15.8,15.79,396536.0,2020-10-16T00:00:00+0000,CAJ,IEXG
1022,73.6,73.6,72.58,73.27,74.41,1015153.0,2020-10-16T00:00:00+0000,SNE,IEXG
1023,12.15,12.15,12.15,12.15,12.15,0.0,2020-10-16T00:00:00+0000,CHUEF,IEXG
1024,29.5,29.5,29.5,29.5,29.5,0.0,2020-10-16T00:00:00+0000,TYHOF,IEXG
1025,8.2,8.24,8.16,8.24,8.227,103543.0,2020-10-16T00:00:00+0000,PCRFY,IEXG
1026,11.53,11.53,11.53,11.53,11.53,0.0,2020-10-16T00:00:00+0000,SMTOF,IEXG
1027,130.64,131.22,130.38,131.17,131.53,123024.0,2020-10-16T00:00:00+0000,TM,IEXG
1028,23.82,24.005,23.71,24.005,24.0,7686.0,2020-10-15T19:00:00+0000,HMC,IEXG
1029,2.455,2.48,2.425,2.465,2.45,9549.0,2020-10-15T19:00:00+0000,MFG,IEXG
1030,5.565,5.615,5.555,5.605,5.62,11686.0,2020-10-15T19:00:00+0000,SMFG,IEXG
1031,130.76,131.205,130.51,130.83,131.53,3982.0,2020-10-15T18:00:00+0000,TM,IEXG
1032,3.995,3.995,3.965,3.98,4.02,4753.0,2020-10-15T18:00:00+0000,MUFG,IEXG
1033,73.45,73.52,72.61,73.19,74.41,26611.0,2020-10-15T18:00:00+0000,SNE,IEXG
1034,5.565,5.61,5.555,5.6,5.62,6007.0,2020-10-15T18:00:00+0000,SMFG,IEXG
1035,73.45,73.52,72.61,73.045,74.41,22626.0,2020-10-15T17:00:00+0000,SNE,IEXG
1036,3.995,3.995,3.965,3.98,4.02,2241.0,2020-10-15T16:00:00+0000,MUFG,IEXG
1037,130.76,131.205,130.51,130.92,131.53,3527.0,2020-10-15T16:00:00+0000,TM,IEXG
1038,73.45,73.52,72.61,72.94,74.41,18631.0,2020-10-15T16:00:00+0000,SNE,IEXG
1039,73.45,73.52,72.745,73.145,74.41,8619.0,2020-10-15T14:00:00+0000,SNE,IEXG
1040,24.1,24.13,24.0,24.0,24.08,387724.0,2020-10-15T00:00:00+0000,HMC,IEXG
1041,67.86,67.86,67.5001,67.7373,68.622,18935.0,2020-10-15T00:00:00+0000,HTHIY,IEXG
1042,8.35,8.49,8.2,8.227,8.3301,526457.0,2020-10-15T00:00:00+0000,PCRFY,IEXG
1043,57.0,57.18,56.3225,56.55,57.2,2334.0,2020-10-15T00:00:00+0000,MARUY,IEXG
1044,11.53,11.53,11.53,11.53,11.53,0.0,2020-10-15T00:00:00+0000,SMTOF,IEXG
1045,131.64,131.97,131.305,131.53,132.65,105039.0,2020-10-15T00:00:00+0000,TM,IEXG
1046,70.08,70.08,69.56,69.93,67.84,49194.0,2020-10-15T00:00:00+0000,TOELY,IEXG
1047,2.48,2.49,2.44,2.45,2.48,422812.0,2020-10-15T00:00:00+0000,MFG,IEXG
1048,74.61,74.9,74.27,74.41,74.69,941928.0,2020-10-15T00:00:00+0000,SNE,IEXG
1049,29.5,29.5,29.5,29.5,29.5,0.0,2020-10-15T00:00:00+0000,TYHOF,IEXG
1050,4.03,4.035,4.0,4.02,4.05,622385.0,2020-10-15T00:00:00+0000,MUFG,IEXG
1051,34.28,34.28,33.57,33.8,33.3,291491.0,2020-10-15T00:00:00+0000,SFTBY,IEXG
1052,15.91,15.91,15.772,15.79,16.26,425506.0,2020-10-15T00:00:00+0000,CAJ,IEXG
1053,12.15,12.15,12.15,12.15,12.15,0.0,2020-10-15T00:00:00+0000,CHUEF,IEXG
1054,5.64,5.64,5.6,5.62,5.67,1238938.0,2020-10-15T00:00:00+0000,SMFG,IEXG
1055,74.63,74.89,74.26,74.45,74.69,28683.0,2020-10-14T18:00:00+0000,SNE,IEXG
1056,15.885,15.9,15.775,15.805,16.26,8324.0,2020-10-14T18:00:00+0000,CAJ,IEXG
1057,24.09,24.14,24.04,24.085,24.08,7090.0,2020-10-14T17:00:00+0000,HMC,IEXG
1058,74.63,74.89,74.26,74.39,74.69,24313.0,2020-10-14T17:00:00+0000,SNE,IEXG
1059,24.09,24.14,24.045,24.045,24.08,5419.0,2020-10-14T16:00:00+0000,HMC,IEXG
1060,24.09,24.14,24.05,24.095,24.08,2629.0,2020-10-14T15:00:00+0000,HMC,IEXG
1061,131.91,131.96,131.39,131.71,132.65,1151.0,2020-10-14T14:00:00+0000,TM,IEXG
1062,24.21,24.21,24.026,24.08,24.21,350717.0,2020-10-14T00:00:00+0000,HMC,IEXG
1063,66.93,68.95,66.85,68.622,68.69,13904.0,2020-10-14T00:00:00+0000,HTHIY,IEXG
1064,11.53,11.53,11.53,11.53,11.53,0.0,2020-10-14T00:00:00+0000,SMTOF,IEXG
1065,68.08,68.08,67.55,67.84,67.87,26407.0,2020-10-14T00:00:00+0000,TOELY,IEXG
1066,57.6,57.68,57.2,57.2,57.6,3851.0,2020-10-14T00:00:00+0000,MARUY,IEXG
1067,2.52,2.53,2.48,2.48,2.51,305812.0,2020-10-14T00:00:00+0000,MFG,IEXG
1068,74.79,75.18,74.26,74.69,74.59,900880.0,2020-10-14T00:00:00+0000,SNE,IEXG
1069,132.84,133.13,132.4247,132.65,131.8,104463.0,2020-10-14T00:00:00+0000,TM,IEXG
1070,4.06,4.07,4.025,4.05,4.11,940157.0,2020-10-14T00:00:00+0000,MUFG,IEXG
1071,5.72,5.72,5.655,5.67,5.72,1218481.0,2020-10-14T00:00:00+0000,SMFG,IEXG
1072,8.35,8.59,8.33,8.3301,8.5,134628.0,2020-10-14T00:00:00+0000,PCRFY,IEXG
1073,33.42,33.42,33.17,33.3,34.36,198928.0,2020-10-14T00:00:00+0000,SFTBY,IEXG
1074,16.18,16.32,16.1643,16.26,15.92,545477.0,2020-10-14T00:00:00+0000,CAJ,IEXG
1075,12.15,12.15,12.15,12.15,12.15,0.0,2020-10-14T00:00:00+0000,CHUEF,IEXG
1076,29.5,29.5,29.5,29.5,29.5,0.0,2020-10-14T00:00:00+0000,TYHOF,IEXG
1077,24.21,24.21,24.025,24.05,24.21,12027.0,2020-10-13T19:00:00+0000,HMC,IEXG
1078,4.065,4.07,4.02,4.035,4.11,27816.0,2020-10-13T19:00:00+0000,MUFG,IEXG
1079,132.89,133.02,132.395,132.64,131.8,3971.0,2020-10-13T19:00:00+0000,TM,IEXG
1080,74.79,75.17,74.46,74.92,74.59,44480.0,2020-10-13T18:00:00+0000,SNE,IEXG
1081,16.18,16.315,16.16,16.235,15.92,13299.0,2020-10-13T18:00:00+0000,CAJ,IEXG
1082,74.79,75.17,74.46,74.915,74.59,37102.0,2020-10-13T17:00:00+0000,SNE,IEXG
1083,74.79,75.17,74.46,74.98,74.59,29560.0,2020-10-13T16:00:00+0000,SNE,IEXG
1084,74.79,74.96,74.46,74.78,74.59,18503.0,2020-10-13T15:00:00+0000,SNE,IEXG
1085,2.53,2.53,2.505,2.515,2.51,3576.0,2020-10-13T15:00:00+0000,MFG,IEXG
1086,4.065,4.07,4.03,4.04,4.11,4799.0,2020-10-13T15:00:00+0000,MUFG,IEXG
1087,16.18,16.25,16.18,16.21,15.92,2038.0,2020-10-13T14:00:00+0000,CAJ,IEXG
1088,24.19,24.24,24.06,24.21,24.38,549033.0,2020-10-13T00:00:00+0000,HMC,IEXG
1089,67.44,67.92,67.29,67.87,67.44,22027.0,2020-10-13T00:00:00+0000,TOELY,IEXG
1090,68.285,68.69,68.1,68.69,69.25,16216.0,2020-10-13T00:00:00+0000,HTHIY,IEXG
1091,5.69,5.74,5.68,5.72,5.65,848754.0,2020-10-13T00:00:00+0000,SMFG,IEXG
1092,58.8,58.8,57.5,57.6,57.99,8944.0,2020-10-13T00:00:00+0000,MARUY,IEXG
1093,2.53,2.53,2.49,2.51,2.51,340221.0,2020-10-13T00:00:00+0000,MFG,IEXG
1094,11.53,11.53,11.53,11.53,11.53,0.0,2020-10-13T00:00:00+0000,SMTOF,IEXG
1095,4.07,4.11,4.06,4.11,4.09,776445.0,2020-10-13T00:00:00+0000,MUFG,IEXG
1096,8.7,8.7,8.3,8.5,8.51,397847.0,2020-10-13T00:00:00+0000,PCRFY,IEXG
1097,74.07,74.88,74.06,74.59,74.55,767726.0,2020-10-13T00:00:00+0000,SNE,IEXG
1098,15.98,15.98,15.9,15.92,16.08,491999.0,2020-10-13T00:00:00+0000,CAJ,IEXG
1099,12.15,12.15,12.15,12.15,12.15,0.0,2020-10-13T00:00:00+0000,CHUEF,IEXG
1100,33.99,34.41,33.93,34.36,32.95,348299.0,2020-10-13T00:00:00+0000,SFTBY,IEXG
1101,132.0,132.22,131.62,131.8,132.08,144277.0,2020-10-13T00:00:00+0000,TM,IEXG
1102,29.5,29.5,29.5,29.5,29.5,0.0,2020-10-13T00:00:00+0000,TYHOF,IEXG
1103,4.07,4.105,4.055,4.095,4.09,11483.0,2020-10-12T19:00:00+0000,MUFG,IEXG
1104,74.04,74.88,74.04,74.84,74.55,34030.0,2020-10-12T19:00:00+0000,SNE,IEXG
1105,15.955,15.975,15.9,15.96,16.08,7112.0,2020-10-12T17:00:00+0000,CAJ,IEXG
1106,74.04,74.88,74.04,74.64,74.55,19393.0,2020-10-12T16:00:00+0000,SNE,IEXG
1107,24.12,24.185,24.06,24.185,24.38,4928.0,2020-10-12T15:00:00+0000,HMC,IEXG
1108,74.04,74.87,74.04,74.84,74.55,15608.0,2020-10-12T15:00:00+0000,SNE,IEXG
1109,131.99,132.0,131.65,131.855,132.08,1193.0,2020-10-12T15:00:00+0000,TM,IEXG
1110,24.12,24.18,24.06,24.09,24.38,3475.0,2020-10-12T14:00:00+0000,HMC,IEXG
1111,4.07,4.085,4.055,,4.09,0.0,2020-10-12T14:00:00+0000,MUFG,IEXG
1112,15.955,15.965,15.9,15.925,16.08,2542.0,2020-10-12T14:00:00+0000,CAJ,IEXG
1113,24.52,24.575,24.33,24.38,24.68,694490.0,2020-10-10T00:00:00+0000,HMC,IEXG
1114,69.068,69.29,68.99,69.25,69.46,13009.0,2020-10-10T00:00:00+0000,HTHIY,IEXG
1115,11.53,11.53,11.53,11.53,11.53,0.0,2020-10-10T00:00:00+0000,SMTOF,IEXG
1116,132.22,132.36,131.9716,132.08,132.95,107830.0,2020-10-10T00:00:00+0000,TM,IEXG
1117,57.2,57.99,57.2,57.99,58.63,3397.0,2020-10-10T00:00:00+0000,MARUY,IEXG
1118,5.68,5.6999,5.65,5.65,5.7,1374220.0,2020-10-10T00:00:00+0000,SMFG,IEXG
1119,2.53,2.54,2.505,2.51,2.54,192083.0,2020-10-10T00:00:00+0000,MFG,IEXG
1120,4.09,4.1,4.08,4.09,4.13,690257.0,2020-10-10T00:00:00+0000,MUFG,IEXG
1121,8.55,8.55,8.375,8.51,8.635,270701.0,2020-10-10T00:00:00+0000,PCRFY,IEXG
1122,29.5,29.5,29.5,29.5,29.5,0.0,2020-10-10T00:00:00+0000,TYHOF,IEXG
1123,32.29,33.55,32.29,32.95,33.44,323022.0,2020-10-10T00:00:00+0000,SFTBY,IEXG
1124,67.85,67.85,67.19,67.44,67.56,33066.0,2020-10-10T00:00:00+0000,TOELY,IEXG
1125,16.19,16.19,16.05,16.08,16.45,516857.0,2020-10-10T00:00:00+0000,CAJ,IEXG
1126,12.15,12.15,12.15,12.15,12.15,0.0,2020-10-10T00:00:00+0000,CHUEF,IEXG
1127,74.35,74.84,73.93,74.55,74.13,754480.0,2020-10-10T00:00:00+0000,SNE,IEXG
1128,2.545,2.545,2.505,2.515,2.54,13386.0,2020-10-09T19:00:00+0000,MFG,IEXG
1129,4.09,4.1,4.075,4.08,4.13,9876.0,2020-10-09T19:00:00+0000,MUFG,IEXG
1130,74.45,74.825,73.96,74.645,74.13,22924.0,2020-10-09T18:00:00+0000,SNE,IEXG
1131,4.09,4.1,4.075,4.095,4.13,6375.0,2020-10-09T18:00:00+0000,MUFG,IEXG
1132,132.02,132.29,132.02,132.27,132.95,3185.0,2020-10-09T18:00:00+0000,TM,IEXG
1133,5.69,5.695,5.645,5.665,5.7,29192.0,2020-10-09T18:00:00+0000,SMFG,IEXG
1134,74.45,74.77,73.96,74.735,74.13,12907.0,2020-10-09T16:00:00+0000,SNE,IEXG
1135,24.52,24.575,24.34,24.365,24.68,9527.0,2020-10-09T15:00:00+0000,HMC,IEXG
1136,74.45,74.45,73.96,74.335,74.13,6611.0,2020-10-09T15:00:00+0000,SNE,IEXG
1137,132.02,132.29,132.02,132.18,132.95,1695.0,2020-10-09T15:00:00+0000,TM,IEXG
1138,5.69,5.695,5.655,5.675,5.7,2700.0,2020-10-09T14:00:00+0000,SMFG,IEXG
1139,24.68,24.7389,24.61,24.68,24.81,414030.0,2020-10-09T00:00:00+0000,HMC,IEXG
1140,66.6445,67.67,66.6445,67.56,65.2,41325.0,2020-10-09T00:00:00+0000,TOELY,IEXG
1141,67.37,71.295,67.37,69.46,69.755,12156.0,2020-10-09T00:00:00+0000,HTHIY,IEXG
1142,59.5,59.5,57.89,58.63,58.9896,4087.0,2020-10-09T00:00:00+0000,MARUY,IEXG
1143,8.56,8.8,8.56,8.635,8.71,195200.0,2020-10-09T00:00:00+0000,PCRFY,IEXG
1144,132.93,133.14,132.47,132.95,132.43,99245.0,2020-10-09T00:00:00+0000,TM,IEXG
1145,2.55,2.565,2.525,2.54,2.54,199242.0,2020-10-09T00:00:00+0000,MFG,IEXG
1146,5.73,5.7366,5.7,5.7,5.73,1410982.0,2020-10-09T00:00:00+0000,SMFG,IEXG
1147,29.5,29.5,29.5,29.5,28.45,135.0,2020-10-09T00:00:00+0000,TYHOF,IEXG
1148,4.12,4.14,4.1,4.13,4.13,882488.0,2020-10-09T00:00:00+0000,MUFG,IEXG
1149,73.75,74.3,73.53,74.13,73.37,744258.0,2020-10-09T00:00:00+0000,SNE,IEXG
1150,16.47,16.525,16.4111,16.45,16.6,398983.0,2020-10-09T00:00:00+0000,CAJ,IEXG
1151,12.15,12.15,12.15,12.15,12.14,3911.0,2020-10-09T00:00:00+0000,CHUEF,IEXG
1152,33.0,33.8,33.0,33.44,32.903,174902.0,2020-10-09T00:00:00+0000,SFTBY,IEXG
1153,11.53,11.53,11.53,11.53,11.53,0.0,2020-10-09T00:00:00+0000,SMTOF,IEXG
1154,74.04,74.27,73.545,74.24,73.37,24960.0,2020-10-08T19:00:00+0000,SNE,IEXG
1155,16.46,16.525,16.41,16.445,16.6,6075.0,2020-10-08T19:00:00+0000,CAJ,IEXG
1156,5.715,5.735,5.705,5.71,5.73,3175.0,2020-10-08T18:00:00+0000,SMFG,IEXG
1157,2.565,2.565,2.52,2.54,2.54,3200.0,2020-10-08T18:00:00+0000,MFG,IEXG
1158,16.46,16.525,16.41,16.45,16.6,5345.0,2020-10-08T17:00:00+0000,CAJ,IEXG
1159,74.04,74.27,73.545,73.96,73.37,15174.0,2020-10-08T17:00:00+0000,SNE,IEXG
1160,2.565,2.565,2.52,2.54,2.54,2300.0,2020-10-08T16:00:00+0000,MFG,IEXG
1161,132.845,132.99,132.63,132.72,132.43,1631.0,2020-10-08T16:00:00+0000,TM,IEXG
1162,5.715,5.735,5.705,5.715,5.73,1854.0,2020-10-08T16:00:00+0000,SMFG,IEXG
1163,74.04,74.27,73.63,73.91,73.37,9395.0,2020-10-08T15:00:00+0000,SNE,IEXG
1164,132.845,132.99,132.73,132.83,132.43,549.0,2020-10-08T14:00:00+0000,TM,IEXG
1165,74.04,74.19,73.77,73.83,73.37,3818.0,2020-10-08T14:00:00+0000,SNE,IEXG
1166,24.79,24.88,24.71,24.81,24.48,366440.0,2020-10-08T00:00:00+0000,HMC,IEXG
1167,32.91,32.94,32.74,32.903,32.5,151435.0,2020-10-08T00:00:00+0000,SFTBY,IEXG
1168,73.98,73.98,73.1,73.37,73.54,1016806.0,2020-10-08T00:00:00+0000,SNE,IEXG
1169,65.34,65.39,65.07,65.2,63.66,49427.0,2020-10-08T00:00:00+0000,TOELY,IEXG
1170,71.4,71.4,69.0005,69.755,69.4145,19161.0,2020-10-08T00:00:00+0000,HTHIY,IEXG
1171,59.32,59.32,58.7,58.9896,59.45,13234.0,2020-10-08T00:00:00+0000,MARUY,IEXG
1172,5.74,5.76,5.71,5.73,5.69,1192366.0,2020-10-08T00:00:00+0000,SMFG,IEXG
1173,2.53,2.56,2.53,2.54,2.5,149103.0,2020-10-08T00:00:00+0000,MFG,IEXG
1174,132.68,132.68,132.01,132.43,131.26,115844.0,2020-10-08T00:00:00+0000,TM,IEXG
1175,4.12,4.15,4.11,4.13,4.08,591017.0,2020-10-08T00:00:00+0000,MUFG,IEXG
1176,8.61,8.81,8.35,8.71,8.605,159546.0,2020-10-08T00:00:00+0000,PCRFY,IEXG
1177,11.53,11.53,11.53,11.53,11.53,2.0,2020-10-08T00:00:00+0000,SMTOF,IEXG
1178,16.61,16.65,16.55,16.6,16.73,413851.0,2020-10-08T00:00:00+0000,CAJ,IEXG
1179,28.45,28.45,28.45,28.45,28.45,0.0,2020-10-08T00:00:00+0000,TYHOF,IEXG
1180,12.14,12.14,12.14,12.14,12.14,0.0,2020-10-08T00:00:00+0000,CHUEF,IEXG
1181,73.925,73.925,73.1,73.49,73.54,41282.0,2020-10-07T19:00:00+0000,SNE,IEXG
1182,5.735,5.765,5.705,5.735,5.69,10326.0,2020-10-07T19:00:00+0000,SMFG,IEXG
1183,132.54,132.54,132.07,132.33,131.26,2741.0,2020-10-07T18:00:00+0000,TM,IEXG
1184,73.925,73.925,73.17,73.385,73.54,20065.0,2020-10-07T16:00:00+0000,SNE,IEXG
1185,5.735,5.765,5.705,5.715,5.69,1860.0,2020-10-07T16:00:00+0000,SMFG,IEXG
1186,24.785,24.81,24.705,24.77,24.48,2681.0,2020-10-07T15:00:00+0000,HMC,IEXG
1187,73.925,73.925,73.17,73.275,73.54,15742.0,2020-10-07T15:00:00+0000,SNE,IEXG
1188,132.54,132.54,132.07,132.23,131.26,1809.0,2020-10-07T15:00:00+0000,TM,IEXG
1189,24.785,24.785,24.705,24.725,24.48,1318.0,2020-10-07T14:00:00+0000,HMC,IEXG
1190,5.735,5.765,5.725,,5.69,0.0,2020-10-07T14:00:00+0000,SMFG,IEXG
1191,2.55,2.565,2.545,,2.5,0.0,2020-10-07T14:00:00+0000,MFG,IEXG
1192,4.115,4.135,4.115,,4.08,0.0,2020-10-07T14:00:00+0000,MUFG,IEXG
1193,73.925,73.925,73.33,73.34,73.54,7899.0,2020-10-07T14:00:00+0000,SNE,IEXG
1194,24.75,24.86,24.43,24.48,24.42,597198.0,2020-10-07T00:00:00+0000,HMC,IEXG
1195,131.925,132.63,131.16,131.26,132.1,256489.0,2020-10-07T00:00:00+0000,TM,IEXG
1196,69.67,69.92,69.21,69.4145,69.42,20354.0,2020-10-07T00:00:00+0000,HTHIY,IEXG
1197,32.37,32.73,32.33,32.5,31.98,455947.0,2020-10-07T00:00:00+0000,SFTBY,IEXG
1198,59.73,59.73,58.875,59.45,59.2,4933.0,2020-10-07T00:00:00+0000,MARUY,IEXG
1199,4.13,4.15,4.07,4.08,4.11,1515005.0,2020-10-07T00:00:00+0000,MUFG,IEXG
1200,74.34,74.41,73.43,73.54,75.07,834917.0,2020-10-07T00:00:00+0000,SNE,IEXG
1201,2.54,2.55,2.5,2.5,2.55,524071.0,2020-10-07T00:00:00+0000,MFG,IEXG
1202,64.58,64.78,63.61,63.66,64.89,41699.0,2020-10-07T00:00:00+0000,TOELY,IEXG
1203,16.8,16.94,16.71,16.73,16.57,609288.0,2020-10-07T00:00:00+0000,CAJ,IEXG
1204,8.525,8.91,8.295,8.605,8.505,337029.0,2020-10-07T00:00:00+0000,PCRFY,IEXG
1205,5.75,5.765,5.685,5.69,5.74,1585529.0,2020-10-07T00:00:00+0000,SMFG,IEXG
1206,24.79,24.87,24.515,24.52,24.42,10387.0,2020-10-06T19:00:00+0000,HMC,IEXG
1207,4.14,4.155,4.075,4.09,4.11,42903.0,2020-10-06T19:00:00+0000,MUFG,IEXG
1208,5.725,5.775,5.685,5.7,5.74,15110.0,2020-10-06T19:00:00+0000,SMFG,IEXG
1209,74.19,74.43,73.715,74.09,75.07,22661.0,2020-10-06T18:00:00+0000,SNE,IEXG
1210,5.725,5.775,5.725,5.735,5.74,13035.0,2020-10-06T18:00:00+0000,SMFG,IEXG
1211,16.8,16.95,16.775,16.87,16.57,11145.0,2020-10-06T18:00:00+0000,CAJ,IEXG
1212,24.79,24.87,24.675,24.7,24.42,8819.0,2020-10-06T16:00:00+0000,HMC,IEXG
1213,74.19,74.43,73.97,73.98,75.07,11019.0,2020-10-06T15:00:00+0000,SNE,IEXG
1214,24.79,24.87,24.75,24.765,24.42,3858.0,2020-10-06T14:00:00+0000,HMC,IEXG
1215,74.19,74.33,74.06,74.33,75.07,4764.0,2020-10-06T14:00:00+0000,SNE,IEXG
1216,132.05,132.05,131.885,131.98,132.1,644.0,2020-10-06T14:00:00+0000,TM,IEXG
1217,24.41,24.46,24.32,24.42,24.12,430007.0,2020-10-06T00:00:00+0000,HMC,IEXG
1218,131.48,132.18,131.25,132.1,131.73,236117.0,2020-10-06T00:00:00+0000,TM,IEXG
1219,69.0365,69.4499,68.9,69.42,67.25,15968.0,2020-10-06T00:00:00+0000,HTHIY,IEXG
1220,4.09,4.13,4.071,4.11,4.05,1065763.0,2020-10-06T00:00:00+0000,MUFG,IEXG
1221,58.7,59.25,58.5,59.2,57.285,17416.0,2020-10-06T00:00:00+0000,MARUY,IEXG
1222,74.85,75.22,74.55,75.07,74.0,838029.0,2020-10-06T00:00:00+0000,SNE,IEXG
1223,2.57,2.58,2.55,2.55,2.52,376723.0,2020-10-06T00:00:00+0000,MFG,IEXG
1224,64.47,64.89,64.4,64.89,65.41,45150.0,2020-10-06T00:00:00+0000,TOELY,IEXG
1225,8.675,8.69,8.14,8.505,8.36,277032.0,2020-10-06T00:00:00+0000,PCRFY,IEXG
1226,31.82,31.98,31.175,31.98,31.05,388026.0,2020-10-06T00:00:00+0000,SFTBY,IEXG
1227,5.69,5.74,5.68,5.74,5.66,1247452.0,2020-10-06T00:00:00+0000,SMFG,IEXG
1228,16.42,16.59,16.42,16.57,16.37,371103.0,2020-10-06T00:00:00+0000,CAJ,IEXG
1229,24.16,24.465,24.16,24.455,24.12,12637.0,2020-10-05T19:00:00+0000,HMC,IEXG
1230,16.54,16.595,16.48,16.53,16.37,10029.0,2020-10-05T19:00:00+0000,CAJ,IEXG
1231,4.085,4.12,4.075,4.11,4.05,25610.0,2020-10-05T19:00:00+0000,MUFG,IEXG
1232,74.78,75.03,74.56,75.03,74.0,41453.0,2020-10-05T19:00:00+0000,SNE,IEXG
1233,5.705,5.735,5.675,5.725,5.66,8884.0,2020-10-05T18:00:00+0000,SMFG,IEXG
1234,74.78,74.99,74.56,74.99,74.0,33811.0,2020-10-05T17:00:00+0000,SNE,IEXG
1235,4.085,4.105,4.075,4.095,4.05,5983.0,2020-10-05T16:00:00+0000,MUFG,IEXG
1236,74.78,74.89,74.56,74.77,74.0,31004.0,2020-10-05T16:00:00+0000,SNE,IEXG
