Date,TCEHY,BABA,MOUTAI,1398.HK,PNGAY,PDD,CICHY,3968.HK,ACGBY,JD,LFC,BACHF,PTR,000333.SZ,XIACF,FOSHAN,600276.SS,CTGDF,002594.SZ,MINDRAY,002415.SZ,NIO,SNP,NTES,BIDU,600900.SS,002352.SZ,601166.SS,002475.SZ,000651.SZ,000001.SZ,002304.SZ,002714.SZ,2359.HK,600030.SS,601601.SS,CSUAY,600031.SS,WXXWY,600309.SS,2202.HK,601633.SS,300015.SZ,600887.SS,BKFCF,AS7.F,6862.HK,300059.SZ
2020-01-02,49.88999938964844,219.97999572753906,1145.06005859375,6.110000133514404,24.350000381469727,41.279998779296875,17.729999542236328,41.5,11.210000038146973,37.7599983215332,14.239999771118164,0.4399999976158142,51.11000061035156,59.88999938964844,1.4700000286102295,109.91000366210938,88.0999984741211,90.68000030517578,48.470001220703125,182.5800018310547,34.369998931884766,4.099999904632568,61.220001220703125,67.57599639892578,138.63999938964844,18.600000381469727,37.90999984741211,20.420000076293945,37.95000076293945,68.08999633789062,16.950000762939453,111.5,92.86000061035156,69.71430206298828,25.889999389648438,39.41999816894531,8.539999961853027,17.950000762939453,8.640000343322754,57.599998474121094,34.75,9.369999885559082,39.86000061035156,31.969999313354492,0.699999988079071,8.199999809265137,32.349998474121094,16.18000030517578
2020-01-03,49.279998779296875,218.2030029296875,1117.0,6.099999904632568,24.399999618530273,41.650001525878906,17.329999923706055,42.0,11.100000381469727,38.540000915527344,13.899999618530273,0.4300000071525574,51.97999954223633,59.959999084472656,1.4199999570846558,108.5999984741211,88.19999694824219,91.22000122070312,48.9900016784668,182.08999633789062,34.29999923706055,3.9000000953674316,61.68000030517578,66.37200164794922,137.16000366210938,18.649999618530273,37.65999984741211,20.299999237060547,38.54999923706055,68.69999694824219,17.309999465942383,112.77999877929688,93.66999816894531,69.03569793701172,25.6299991607666,40.08000183105469,8.510000228881836,17.920000076293945,8.710000038146973,57.7599983215332,34.75,9.3100004196167,39.84000015258789,32.0,0.699999988079071,8.097999572753906,33.099998474121094,16.15999984741211
2020-01-06,48.79999923706055,217.16000366210938,1092.9000244140625,5.980000019073486,24.31999969482422,40.7400016784668,17.1299991607666,41.54999923706055,10.979999542236328,38.08000183105469,14.050000190734863,0.41999998688697815,53.54999923706055,58.20000076293945,1.4299999475479126,104.9800033569336,85.70999908447266,91.91000366210938,49.189998626708984,178.5500030517578,35.119998931884766,4.239999771118164,62.220001220703125,64.90799713134766,136.74000549316406,18.610000610351562,37.279998779296875,20.239999771118164,38.75,67.06999969482422,17.34000015258789,112.44999694824219,91.30999755859375,68.07140350341797,25.850000381469727,39.790000915527344,8.5,17.860000610351562,8.430000305175781,57.349998474121094,33.29999923706055,9.1899995803833,39.290000915527344,31.68000030517578,0.699999988079071,8.097999572753906,33.099998474121094,16.450000762939453
2020-01-07,49.97999954223633,218.94000244140625,1099.0,5.96999979019165,24.489999771118164,41.61000061035156,17.0,41.45000076293945,10.890000343322754,38.61000061035156,14.25,0.41999998688697815,53.0,58.209999084472656,1.4299999475479126,106.0,85.43000030517578,91.87999725341797,48.5,180.92999267578125,34.959999084472656,3.7300000190734863,61.79999923706055,66.14800262451172,139.47000122070312,18.260000228881836,37.880001068115234,20.25,38.52000045776367,67.55000305175781,17.280000686645508,112.0,94.98999786376953,67.10710144042969,25.75,39.599998474121094,8.520000457763672,17.40999984741211,8.680000305175781,55.9900016784668,33.5,9.149999618530273,39.2599983215332,32.459999084472656,0.699999988079071,8.597999572753906,33.95000076293945,16.25
2020-01-08,49.9900016784668,220.64999389648438,1088.1400146484375,5.880000114440918,24.25,41.130001068115234,17.040000915527344,40.400001525878906,10.890000343322754,38.849998474121094,14.15999984741211,0.41999998688697815,53.0,58.97999954223633,1.4500000476837158,106.16999816894531,84.68000030517578,91.30000305175781,48.349998474121094,181.97000122070312,34.790000915527344,3.490000009536743,61.400001525878906,66.81199645996094,139.1699981689453,18.049999237060547,37.91999816894531,19.579999923706055,38.25,69.66999816894531,17.049999237060547,115.04000091552734,96.3499984741211,67.42859649658203,24.940000534057617,38.5,8.449999809265137,16.889999389648438,8.726670265197754,54.25,33.0,8.979999542236328,39.7599983215332,32.189998626708984,0.699999988079071,8.34000015258789,34.099998474121094,15.989999771118164
2020-01-09,50.4900016784668,223.0800018310547,1105.3900146484375,5.96999979019165,24.290000915527344,41.849998474121094,17.209999084472656,40.54999923706055,10.850000381469727,39.099998474121094,14.40999984741211,0.4300000071525574,52.619998931884766,59.72999954223633,1.5049999952316284,108.0,87.19999694824219,94.72000122070312,48.20000076293945,191.22000122070312,34.779998779296875,3.5799999237060547,61.61000061035156,67.83200073242188,142.47999572753906,18.1299991607666,37.86000061035156,19.799999237060547,40.290000915527344,70.55999755859375,16.93000030517578,117.79000091552734,95.58000183105469,69.14289855957031,25.559999465942383,39.04999923706055,8.420000076293945,17.239999771118164,8.666669845581055,55.560001373291016,33.70000076293945,9.130000114440918,42.18000030517578,32.93000030517578,0.7300000190734863,9.097999572753906,34.650001525878906,16.100000381469727
2020-01-10,51.66999816894531,225.9600067138672,1115.989990234375,6.0,24.709999084472656,40.25,17.3799991607666,40.599998474121094,10.949999809265137,39.5,14.489999771118164,0.4300000071525574,51.75,60.4900016784668,1.4900000095367432,108.66000366210938,88.5,95.18000030517578,47.65999984741211,190.86000061035156,34.65999984741211,3.5799999237060547,61.33000183105469,68.46199798583984,144.75999450683594,18.1200008392334,37.68000030517578,19.739999771118164,40.58000183105469,70.55000305175781,16.809999465942383,118.94000244140625,93.43000030517578,70.14289855957031,26.09000015258789,39.06999969482422,8.319999694824219,17.3799991607666,8.403329849243164,55.470001220703125,33.75,9.170000076293945,41.97999954223633,32.619998931884766,0.7300000190734863,9.039999961853027,35.400001525878906,16.360000610351562
2020-01-13,52.5099983215332,231.13999938964844,1124.27001953125,6.03000020980835,24.920000076293945,39.65999984741211,17.709999084472656,41.29999923706055,11.020000457763672,40.98500061035156,14.699999809265137,0.4300000071525574,51.779998779296875,60.65999984741211,1.559999942779541,108.30000305175781,87.83999633789062,91.0,51.61000061035156,188.85000610351562,35.5,3.7300000190734863,61.08000183105469,70.19599914550781,147.3800048828125,18.06999969482422,37.959999084472656,19.700000762939453,41.900001525878906,70.19999694824219,17.030000686645508,120.19999694824219,92.61000061035156,70.46430206298828,25.969999313354492,38.810001373291016,8.300000190734863,17.049999237060547,8.549969673156738,54.400001525878906,33.0,9.079999923706055,41.650001525878906,32.9900016784668,0.7300000190734863,8.795999526977539,35.79999923706055,16.190000534057617
2020-01-14,51.599998474121094,230.1750030517578,1107.4000244140625,6.010000228881836,25.100000381469727,39.369998931884766,17.420000076293945,41.599998474121094,10.9399995803833,40.459999084472656,14.460000038146973,0.41999998688697815,51.400001525878906,60.79999923706055,1.5199999809265137,105.9000015258789,86.51000213623047,88.83999633789062,55.9900016784668,189.99000549316406,35.599998474121094,3.819999933242798,60.5099983215332,70.26599884033203,142.1999969482422,18.18000030517578,38.22999954223633,19.75,43.18000030517578,70.44000244140625,17.270000457763672,119.5999984741211,92.38999938964844,71.42859649658203,25.559999465942383,38.869998931884766,8.399999618530273,16.969999313354492,8.493330001831055,55.06999969482422,33.04999923706055,8.9399995803833,41.70000076293945,32.72999954223633,0.7300000190734863,8.85200023651123,35.849998474121094,16.299999237060547
2020-01-15,51.43000030517578,227.82000732421875,1121.5999755859375,5.960000038146973,25.0,39.13999938964844,17.40999984741211,41.20000076293945,10.899999618530273,40.45500183105469,14.399999618530273,0.4300000071525574,51.189998626708984,60.0,1.590000033378601,107.88999938964844,87.94999694824219,89.58999633789062,54.75,189.60000610351562,37.0,4.480000019073486,60.029998779296875,70.28199768066406,141.1699981689453,18.219999313354492,37.599998474121094,19.790000915527344,43.70000076293945,70.16000366210938,16.860000610351562,118.23999786376953,95.0,72.21430206298828,25.59000015258789,39.04999923706055,8.170000076293945,17.059999465942383,8.589969635009766,55.0,32.75,8.930000305175781,41.630001068115234,33.63999938964844,0.7300000190734863,8.998000144958496,35.900001525878906,15.960000038146973
