Date,BRK-A,AMZN,GOOG,GOOGL,NFLX
2020-01-02,,,,,
2020-01-03,-0.9074945728552186,-1.213905034428406,-0.49072021190028653,-0.5231342533468151,-1.1855321824847735
2020-01-06,0.31106721115714053,1.4885589964526775,2.4657097228580707,2.665406203501443,3.0469447259134697
2020-01-07,-0.38476235266453074,0.20915561982559716,-0.062400581086258664,-0.19316453087366364,-1.5126661630534555
2020-01-08,0.08468549812482111,-0.7808656515329976,0.7880331245853316,0.7117756890282141,2.572943239795918
2020-01-09,1.2013986343856504,0.47992717990262346,1.104449866044447,1.0497921475491758,-1.0611348228170658
2020-01-10,-0.8966885449349333,-0.941059634882603,0.6972683152545897,0.6458646435535624,-1.9692593091295345
2020-01-13,0.7848670576304069,0.4322529419005712,0.6644611311071017,0.7746940895469347,2.9995520440425105
2020-01-14,-0.6267955841390676,-1.1558243989587913,-0.5801696531653652,-0.6555462930986106,-0.06786586132871397
2020-01-15,0.5412290948794563,-0.39690613807141123,0.5814566043743056,0.6018485769698141,0.11219843516882116
2020-01-16,0.5707196029776676,0.854981241233256,0.8685381061764086,0.7615399791313364,-0.13271955564059912
2020-01-17,0.13497627030086645,-0.703961314823814,1.9763080830444775,2.024603123762859,0.3100875098009174
2020-01-21,-0.6725222483114474,1.4629558177890158,0.27087522382250706,0.1845179810148786,-0.4592775383464266
2020-01-22,0.5982781263680139,-0.23995978131606766,0.10441435814610033,0.10929297467954124,-3.5816704256665743
2020-01-23,-0.08297069915868872,-0.15258627692329982,0.047112841292897945,0.05525728613427117,7.239265675925038
2020-01-24,-1.2238178471258427,-1.2172442635055039,-1.3412748897926754,-1.247391589613388,1.0183059200346936
2020-01-27,-1.9335741727635882,-1.7887480160557971,-2.2369750937305874,-2.3489815263097205,-2.910861556432762
2020-01-28,0.7130846079833104,1.362439953475022,1.3013483410262574,1.3110027580133983,1.6448856890290162
2020-01-29,0.14166666666666666,0.25630648860110616,0.41787919564158515,0.42743544790589455,-1.5379276714461954
2020-01-30,1.6417218464318408,0.6824571426769254,-0.19127805222436475,-0.16818502464451116,1.3346504614142864
2020-01-31,-1.7555555555555558,7.379130210874534,-1.4843654425564603,-1.4763603715403129,-0.762061876949583
2020-02-03,-0.3380992630864653,-0.22501989312466628,3.6054162611075533,3.4771524777262024,3.741054159526752
2020-02-04,0.7647972286925879,2.268734248623161,-2.6158523661731627,-2.508427223705584,3.0754217222416202
2020-02-05,1.53932327863411,-0.47812219193067484,0.08016434745689723,0.04427910650286353,0.17885792922760368
2020-02-06,0.42788552748712116,0.5078747849794876,1.933394583568641,2.069079275592641,-0.7357916849901187
2020-02-07,-0.9244916167995326,1.4169165949608835,0.20322036807892255,0.21274244806902504,-0.049059323442073324
2020-02-10,-0.15811088295687886,2.6273461026302227,1.9909056489549468,1.9978263361599438,1.172401897470036
