Date,EW,VW
2020-01-03,-0.5673231820171514,-1.1909340463009153
2020-01-06,-0.8822524824872041,-0.8111915831948106
2020-01-07,0.7725751614799207,1.1872977344807123
2020-01-08,-0.51991415702468,-0.24640501191731715
2020-01-09,1.8197144706605297,2.245515169625908
2020-01-10,-0.042837662384674575,0.10147439357312449
2020-01-13,1.1574501980430985,0.652994942762728
2020-01-14,-0.6317906597296316,-1.224336103327393
2020-01-15,0.2313649501911164,0.38439387415322634
2020-01-16,0.22534331398937335,0.487784610657935
2020-01-17,0.7842511623767002,0.6214540077980415
2020-01-21,-2.0173805207309794,-1.996865208491461
2020-01-22,0.6240121048931097,0.17172227995029768
2020-01-23,-2.428979929220478,-2.360004658754171
2020-01-24,-1.2044486855521812,-1.9331273377114826
2020-01-27,-3.9953588083088025,-3.9250575996273946
2020-01-28,1.2687046924038057,1.8741768145729054
2020-01-29,0.34818455794347297,0.6389615885344919
2020-01-30,-1.9142579977840926,-1.7442711707306089
2020-01-31,-2.0735602803747244,-1.4213372595905143
2020-02-03,1.5759126727069452,2.4936734829742937
2020-02-04,3.436694998689463,3.5354658839510247
2020-02-05,0.9877501890228144,2.0841134365850755
2020-02-06,1.6330145537716554,1.6407964315950636
2020-02-07,-1.0000237608962947,-0.8624668907900377
2020-02-10,0.5803688958061827,0.3742926378890139
2020-02-11,1.055041003539279,1.0352094074347307
2020-02-12,0.9827050721320162,1.0880064572483639
2020-02-13,-0.7170538991164884,-1.0388270794000347
2020-02-14,0.31227206120966927,0.7818685117010715
2020-02-18,0.7847206793039131,0.38239167371260846
2020-02-19,0.8188165614886707,0.7108996162804403
2020-02-20,1.1194516498727383,1.0698765086021034
2020-02-21,-0.494841347310729,-0.4960945774841248
2020-02-24,-1.9844161484055516,-1.399337044668016
2020-02-25,0.730451043823173,0.2430633638936157
2020-02-26,-0.6933775209435954,-1.0083896565353858
2020-02-27,-0.051701802628499716,0.007524746739437847
2020-02-28,-2.037055900274453,-1.9125128522344672
2020-03-02,2.5144934165404376,2.016987904672014
2020-03-03,0.06151313426256307,1.2874121903155182
2020-03-04,0.810479585015934,0.5746149029851865
2020-03-05,1.395127101858755,2.143506452808985
2020-03-06,-1.7014330422605328,-1.3520938238819615
2020-03-09,-3.9864619979554576,-3.396087310817815
2020-03-10,2.730668268222292,2.4412017948168896
2020-03-11,-1.6475825351590387,-1.2650821383533561
2020-03-12,-4.427975914888102,-3.9373556078802037
2020-03-13,1.0009296098135314,1.2681148674697478
2020-03-16,-6.352459142934535,-5.496619786695019
2020-03-17,0.7747476686315015,0.3758779463564871
2020-03-18,-3.400920806024674,-2.8315827159509332
2020-03-19,-0.5206313091013779,-1.604040933520351
2020-03-20,2.169980066687426,3.3204686920900066
2020-03-23,-2.1505964941693816,-1.422725150576527
2020-03-24,4.363006689975692,3.313646943152833
2020-03-25,3.1028256229510607,2.5159479792735775
2020-03-26,0.6551837394289617,1.7458110193844365
2020-03-27,-1.3913659184575558,-0.9214476170199032
2020-03-30,-0.04774102410443559,-0.8674055962994469
2020-03-31,1.543371043622387,2.3703672047306097
2020-04-01,-1.353361405665379,-1.4166250843022081
2020-04-02,1.7942160713649027,2.0302176136364904
2020-04-03,-0.5800561251344857,0.10809887980613186
2020-04-06,2.3867347930293086,3.9044184063629768
2020-04-07,1.2028057361297644,0.9617226455459604
2020-04-08,-1.3135904802261396,-1.1669778872805312
2020-04-09,0.7523992695802552,0.8699516980405261
2020-04-13,0.5058334045499281,0.07891998041962442
2020-04-14,1.6411906880982723,1.5198671045596355
2020-04-15,-0.7988926028625821,-0.6584886759096928
2020-04-16,0.34852812383903303,0.46422699962763436
2020-04-17,0.9183694423997691,1.055819227554112
2020-04-20,0.4755585126047226,0.7833865424711696
2020-04-21,-1.546295191957964,-1.1917921989659226
2020-04-22,1.3092388525782492,1.9390474258043682
2020-04-23,-0.3259194902570693,-0.38833324683243664
2020-04-24,-0.5110816670736344,-2.0756553257927437
2020-04-27,1.1867761606160856,0.7304759462494677
2020-04-28,0.6627148797793704,0.8316481404856189
2020-04-29,0.9236488860148979,0.24247468084730606
2020-04-30,-0.6011116153190026,-1.0653903141273116
2020-05-01,-3.5671903078930174,-3.840358326615289
2020-05-04,0.39041272528757304,-0.8217158592039586
2020-05-05,1.1915960760744542,1.6769076261151235
2020-05-06,1.007465855862256,0.4653171207644877
2020-05-07,0.23387047716388568,0.8647646464106076
2020-05-08,1.378380757295786,1.2417398108972955
2020-05-11,-0.06243040699575003,-0.5462994955858683
2020-05-12,-0.3322237835109245,0.3660174079219317
2020-05-13,0.2663739280119548,0.4120108609203758
2020-05-14,-0.5371242595525437,-0.606244161000157
2020-05-15,-1.169582174924286,-0.9191334637022222
2020-05-18,2.5090530331618814,2.4680631211632402
2020-05-19,0.829732318613566,1.0352375130650713
2020-05-20,-0.36170524433223755,-0.6197993818149559
2020-05-21,-0.8188350172480096,0.7280945515068826
2020-05-22,-2.6128245564649544,-3.1157540173672817
2020-05-26,2.298277379468681,3.4353268437435265
2020-05-27,-0.8194933952343062,-1.0165687780119665
2020-05-28,-0.23244547965286544,-0.6169233762863132
2020-05-29,1.6258960560251137,2.350809658463508
2020-06-01,1.3887611329609482,1.4895529534813874
2020-06-02,0.94363944092904,0.1294031920470155
2020-06-03,1.5032419188267871,1.0306962897663454
2020-06-04,-0.9103501069907575,-0.6587280132299401
2020-06-05,1.349280025321269,1.6023905661322257
2020-06-08,0.10053659460774995,-0.49926208789497456
2020-06-09,0.5536093580721929,0.9452678695120226
