Date,TM,MITSUB,HMC,1JP.F,NPEXY,ITOCY,NSANY,SFTBY,HTHIY,JXHLY,SNE,AONNY,PCRFY,MARUY,DCNSF,MITSY,SVNDY,TYHOF,MUFG,TOELY,NISTF,SMFG,MSADY,TKOMY,DNZOY,SOMMY,KDDIY,MIELY,DWAHY,MHVYF,ASEKY,CAJ,FJTSY,MFG,MTLHY,IDKOY,JFEEF,SZKMY,TOSBF,BRDCY,NHOLF,SSUMY,MZDAY,KAEPY,MAHLY,SMTOF,FUJHY,CHUEF,EJPRY,NEC1.F
2020-01-02,139.75257873535156,,28.217021942138672,-20.443103790283203,12.141960144042969,45.6649284362793,11.640000343322754,21.863840103149414,84.06360626220703,8.93020248413086,68.8001937866211,20.571393966674805,9.327563285827637,73.21047973632812,15.790022850036621,347.6385498046875,18.23147201538086,16.086435317993164,5.292734622955322,54.635128021240234,15.3100004196167,7.214016437530518,16.14129638671875,55.238059997558594,22.548694610595703,22.449443817138672,14.702759742736816,27.09608268737793,30.423341751098633,37.34803009033203,36.897403717041016,27.069580078125,18.82138442993164,3.0025389194488525,36.89863586425781,13.553702354431152,13.039999961853027,165.83392333984375,33.713748931884766,18.37298583984375,39.234413146972656,14.467053413391113,4.112553596496582,5.720822334289551,22.264049530029297,2.5106213092803955,12.291510581970215,14.699999809265137,14.937948226928711,-1.5825177431106567
2020-01-03,138.28863525390625,,27.71455192565918,-20.687929153442383,12.141960144042969,45.400230407714844,11.5600004196167,21.555620193481445,83.04972839355469,8.745774269104004,67.82388305664062,20.571393966674805,9.229377746582031,73.21047973632812,15.790022850036621,344.87115478515625,18.103219985961914,16.086435317993164,5.263600826263428,53.887779235839844,15.3100004196167,7.1464152336120605,16.014507293701172,54.776512145996094,22.205413818359375,22.135465621948242,14.634056091308594,26.674392700195312,30.22788429260254,37.34803009033203,36.897403717041016,27.079402923583984,18.653160095214844,2.9928219318389893,37.03602981567383,13.553702354431152,13.039999961853027,164.96871948242188,33.713748931884766,18.21527862548828,39.234413146972656,14.2432861328125,4.07384729385376,5.720822334289551,22.264049530029297,2.5106213092803955,12.192784309387207,14.699999809265137,14.789459228515625,-1.556855320930481
2020-01-06,138.30828857421875,2733.517578125,27.63573455810547,-20.443103790283203,12.141960144042969,45.67472839355469,11.5600004196167,21.038602828979492,84.28016662597656,9.19228458404541,68.85000610351562,20.571393966674805,9.288289070129395,73.21047973632812,15.642141342163086,350.95159912109375,17.738195419311523,16.086435317993164,5.263600826263428,53.39609909057617,15.3100004196167,7.117443084716797,16.102285385131836,54.80597686767578,22.048484802246094,22.282642364501953,14.702759742736816,26.831300735473633,30.755624771118164,37.34803009033203,36.897403717041016,27.354419708251953,18.82138442993164,3.012255907058716,37.03602981567383,13.553702354431152,13.039999961853027,163.3907012939453,33.96186065673828,18.363128662109375,39.234413146972656,14.505970001220703,4.07384729385376,5.720822334289551,21.710168838500977,2.496441125869751,12.173038482666016,14.699999809265137,14.730064392089844,-1.608180046081543
2020-01-07,139.03533935546875,2766.21728515625,27.793371200561523,-20.810344696044922,12.141960144042969,45.772762298583984,11.65999984741211,21.147972106933594,83.9061050415039,9.19228458404541,69.93590545654297,20.571393966674805,9.406110763549805,73.21047973632812,15.642141342163086,351.56549072265625,17.93550682067871,16.086435317993164,5.215043067932129,53.6124382019043,15.3100004196167,7.0788140296936035,16.21932029724121,55.12022018432617,22.019062042236328,22.086408615112305,14.702759742736816,26.841108322143555,30.784944534301758,37.34803009033203,36.74076843261719,27.482107162475586,19.157833099365234,3.021972894668579,37.03602981567383,13.553702354431152,12.510000228881836,164.19200134277344,33.96186065673828,18.333560943603516,39.234413146972656,14.447595596313477,4.09320068359375,5.720822334289551,21.710168838500977,2.496441125869751,12.064438819885254,14.699999809265137,14.769660949707031,-1.659505009651184
2020-01-08,138.69146728515625,2723.091552734375,27.71455192565918,-20.565515518188477,12.141960144042969,45.94922637939453,11.680000305175781,21.257339477539062,83.65017700195312,9.337884902954102,70.19493103027344,20.8094425201416,9.425748825073242,73.00692749023438,15.642141342163086,353.8066711425781,17.89604377746582,16.086435317993164,5.205332279205322,53.474769592285156,15.3100004196167,7.156072616577148,16.424135208129883,54.7077751159668,22.117141723632812,22.125654220581055,14.702759742736816,27.09608268737793,30.755624771118164,37.34803009033203,36.74076843261719,27.599971771240234,19.51407241821289,3.0025389194488525,37.03602981567383,13.553702354431152,12.510000228881836,162.71722412109375,33.96186065673828,18.313846588134766,39.234413146972656,14.38922119140625,4.07384729385376,5.720822334289551,21.710168838500977,2.496441125869751,12.094057083129883,14.699999809265137,14.819157600402832,-1.7022757530212402
2020-01-09,138.05282592773438,2750.578125,27.616031646728516,-20.565515518188477,12.141960144042969,46.55704879760742,11.779999732971191,21.764413833618164,83.48283386230469,9.337884902954102,70.76278686523438,20.8094425201416,9.425748825073242,73.00692749023438,15.642141342163086,354.68365478515625,18.418916702270508,16.086435317993164,5.185909271240234,55.06780242919922,15.3100004196167,7.136757850646973,16.365617752075195,54.83543395996094,21.950403213500977,21.84111213684082,14.761650085449219,27.341251373291016,30.56993865966797,38.11539077758789,36.74076843261719,27.629436492919922,19.959375381469727,3.012255907058716,36.820133209228516,13.166454315185547,12.510000228881836,164.52137756347656,33.96186065673828,18.175851821899414,39.234413146972656,14.184911727905273,4.151259899139404,5.720822334289551,21.710168838500977,2.496441125869751,12.094057083129883,14.699999809265137,14.789459228515625,-1.7536007165908813
2020-01-10,137.28646850585938,2745.839111328125,27.31060791015625,-20.443103790283203,12.141960144042969,45.99824523925781,11.5600004196167,22.251602172851562,81.40585327148438,9.337884902954102,70.59342193603516,20.8094425201416,9.347200393676758,72.77429962158203,15.642141342163086,349.7433166503906,18.714881896972656,16.086435317993164,5.098505973815918,55.510311126708984,15.3100004196167,7.069157123565674,16.229074478149414,53.89270782470703,21.577699661254883,21.73318099975586,14.702759742736816,26.998016357421875,30.325613021850586,38.11539077758789,36.74076843261719,27.40353012084961,20.10780906677246,2.973388195037842,36.820133209228516,13.166454315185547,12.510000228881836,165.0572052001953,34.32906723022461,17.91957664489746,39.234413146972656,14.23355770111084,4.1706132888793945,5.720822334289551,21.710168838500977,2.496441125869751,12.094057083129883,14.699999809265137,14.819157600402832,-1.7621549367904663
2020-01-13,138.10194396972656,,27.625883102416992,-20.320690155029297,12.141960144042969,46.135498046875,11.479999542236328,22.430570602416992,82.03583526611328,9.337884902954102,71.37049102783203,20.105215072631836,9.415929794311523,72.77429962158203,15.642141342163086,351.4095764160156,18.764209747314453,16.086435317993164,5.156774520874023,56.01182174682617,14.949999809265137,7.136757850646973,16.287593841552734,54.7961540222168,21.715011596679688,21.684123992919922,14.71257495880127,27.26279640197754,30.23765754699707,38.11539077758789,35.3310546875,27.550861358642578,20.10780906677246,2.9539542198181152,36.820133209228516,13.166454315185547,12.510000228881836,164.68359375,34.38861846923828,17.998430252075195,39.234413146972656,14.262743949890137,4.199643135070801,5.720822334289551,21.65082359313965,2.496441125869751,12.123674392700195,14.699999809265137,14.848855018615723,-1.7621549367904663
2020-01-14,137.91526794433594,2755.3173828125,27.468244552612305,-20.443103790283203,12.141960144042969,45.851192474365234,11.180000305175781,22.669193267822266,81.90787506103516,9.337884902954102,72.1973648071289,20.878873825073242,9.465022087097168,73.1329345703125,15.642141342163086,349.26580810546875,19.2180233001709,16.086435317993164,5.117928981781006,56.828006744384766,14.949999809265137,7.011213302612305,16.209569931030273,54.756874084472656,21.72481918334961,21.605628967285156,14.575166702270508,27.26279640197754,30.5894832611084,38.11539077758789,35.3310546875,27.452640533447266,20.14739227294922,2.9248034954071045,36.437408447265625,13.166454315185547,12.510000228881836,165.4504852294922,34.38861846923828,17.8505802154541,39.234413146972656,14.272473335266113,4.151259899139404,5.720822334289551,21.65082359313965,2.496441125869751,11.96571159362793,14.699999809265137,14.88845157623291,-1.7621549367904663
2020-01-15,136.92294311523438,2728.778564453125,27.202234268188477,-20.443103790283203,12.141960144042969,45.6649284362793,11.260000228881836,22.460397720336914,80.90383911132812,9.337884902954102,71.33063507080078,20.878873825073242,9.74975872039795,73.1329345703125,15.642141342163086,346.4302062988281,19.079906463623047,16.086435317993164,5.108217716217041,56.18882369995117,14.949999809265137,6.962926387786865,16.170557022094727,54.45245361328125,21.88174819946289,21.487886428833008,14.594796180725098,27.125503540039062,30.59925651550293,37.8239860534668,35.3310546875,27.43299674987793,19.99895668029785,2.915086507797241,36.437408447265625,13.166454315185547,12.510000228881836,168.6458282470703,35.72843551635742,17.909719467163086,39.234413146972656,14.28220272064209,4.1415839195251465,5.720822334289551,21.65082359313965,2.4392898082733154,11.96571159362793,14.699999809265137,14.819157600402832,-1.736492395401001
